reason_id,person_id,transition_id,reason_type,reason_comment
1508,206,414,Better salary,Wanted to earn more to support my family.
1509,206,414,Work-life balance,Needed more time for family and health.
1510,206,414,Pursuing passion,Previous job wasn't aligned with my goals.
1511,417,818,Industry decline,Old industry was shrinking with few jobs.
1512,417,818,Job dissatisfaction,didn't enjoy the work I was doing.
1513,351,701,Job dissatisfaction,Felt unmotivated in my previous role.
1514,934,1843,Burnout,Job was emotionally draining.
1515,122,253,Pursuing passion,Switched to something I'm genuinely excited about.
1516,122,253,Laid off,Company downsized and I lost my job.
1517,122,253,Burnout,Job was emotionally draining.
1518,556,1078,Work-life balance,Current job had long hours with no flexibility.
1519,1246,2472,Better salary,Wanted to earn more to support my family.
1520,1246,2472,Industry decline,Needed to move to a growing sector.
1521,983,1945,Relocation,Moved to a new city and needed a job switch.
1522,983,1945,Desire for stability,Wanted a more secure job long-term.
1523,983,1945,Work-life balance,Current job had long hours with no flexibility.
1524,1315,2603,Burnout,Mentally exhausted from constant pressure.
1525,1315,2603,Industry decline,Saw layoffs and instability in my field.
1526,1315,2603,Flexible schedule,Wanted better control over my time.
1527,1013,2011,Work-life balance,Burned out from constant overtime.
1528,1013,2011,Laid off,Company downsized and I lost my job.
1529,1013,2011,Burnout,Mentally exhausted from constant pressure.
1530,1344,2654,Relocation,Moved to a new city and needed a job switch.
1531,1344,2654,Better salary,Needed better compensation for my skills.
1532,463,912,Industry decline,Needed to move to a growing sector.
1533,463,912,Job dissatisfaction,Company culture wasn't a good fit.
1534,463,912,Better salary,Needed better compensation for my skills.
1535,1363,2692,Industry decline,Old industry was shrinking with few jobs.
1536,1363,2692,Burnout,Job was emotionally draining.
1537,1363,2692,Flexible schedule,Old job didn't offer schedule flexibility.
1538,1391,2750,Desire for stability,Wanted a more secure job long-term.
1539,587,1137,Desire for stability,Old industry was unpredictable.
1540,1440,2852,Desire for stability,Seeking consistent income and benefits.
1541,1440,2852,Better salary,N/A
1542,1440,2852,Pursuing passion,Wanted to follow my true interests.
1543,1312,2597,Pursuing passion,Switched to something I'm genuinely excited about.
1544,1312,2597,Relocation,Relocated due to family reasons.
1545,40,86,Desire for stability,Old industry was unpredictable.
1546,40,86,Laid off,Position was eliminated unexpectedly.
1547,1241,2465,Industry decline,Saw layoffs and instability in my field.
1548,1241,2465,Remote work opportunity,"New role allows remote work, which I prefer."
1549,835,1635,Job dissatisfaction,didn't enjoy the work I was doing.
1550,835,1635,Desire for stability,Wanted a more secure job long-term.
1551,1361,2688,Job dissatisfaction,didn't enjoy the work I was doing.
1552,1116,2219,Burnout,Job was emotionally draining.
1553,1116,2219,Laid off,Position was eliminated unexpectedly.
1554,1036,2063,Desire for stability,Seeking consistent income and benefits.
1555,1036,2063,Work-life balance,Needed more time for family and health.
1556,163,329,Work-life balance,Needed more time for family and health.
1557,163,329,Flexible schedule,Old job didn't offer schedule flexibility.
1558,163,329,Burnout,Mentally exhausted from constant pressure.
1559,209,422,Flexible schedule,Wanted better control over my time.
1560,209,422,Laid off,Got laid off and had to start over.
1561,504,994,Burnout,Job was emotionally draining.
1562,504,994,Pursuing passion,Switched to something I'm genuinely excited about.
1563,650,1264,Flexible schedule,Old job didn't offer schedule flexibility.
1564,650,1264,Pursuing passion,Previous job wasn't aligned with my goals.
1565,313,626,Desire for stability,Wanted a more secure job long-term.
1566,313,626,Better salary,Old job didn't pay enough to cover living costs.
1567,1207,2392,Flexible schedule,Needed part-time or flexible working hours.
1568,761,1488,Desire for stability,Wanted a more secure job long-term.
1569,761,1488,Career growth,Felt stuck in the same position for too long.
1570,761,1488,Pursuing passion,Switched to something I'm genuinely excited about.
1571,1054,2097,Relocation,Relocated due to family reasons.
1572,1209,2398,Job dissatisfaction,Felt unmotivated in my previous role.
1573,1209,2398,Laid off,Company downsized and I lost my job.
1574,1209,2398,Desire for stability,Wanted a more secure job long-term.
1575,309,618,Pursuing passion,Wanted to follow my true interests.
1576,309,618,N/A,"New role allows remote work, which I prefer."
1577,309,618,Job dissatisfaction,didn't enjoy the work I was doing.
1578,724,1412,Laid off,Position was eliminated unexpectedly.
1579,724,1412,Work-life balance,Burned out from constant overtime.
1580,724,1412,Desire for stability,Seeking consistent income and benefits.
1581,1024,2041,Remote work opportunity,"New role allows remote work, which I prefer."
1582,1024,2041,Burnout,Job was emotionally draining.
1583,1024,2041,Flexible schedule,Wanted better control over my time.
1584,781,1530,Desire for stability,Wanted a more secure job long-term.
1585,755,1475,Flexible schedule,Needed part-time or flexible working hours.
1586,755,1475,Relocation,Moved to a new city and needed a job switch.
1587,755,1475,Laid off,Company downsized and I lost my job.
1588,648,1261,Desire for stability,Seeking consistent income and benefits.
1589,648,1261,Burnout,Mentally exhausted from constant pressure.
1590,319,636,Relocation,Relocated due to family reasons.
1591,319,636,Career growth,Wanted to pursue a leadership role.
1592,776,1518,Burnout,Mentally exhausted from constant pressure.
1593,776,1518,Better salary,Wanted to earn more to support my family.
1594,776,1518,Career growth,No opportunities to move up in the company.
1595,104,217,Remote work opportunity,Wanted to work from home for better flexibility.
1596,104,217,Laid off,Position was eliminated unexpectedly.
1597,573,1114,Work-life balance,Current job had long hours with no flexibility.
1598,573,1114,Job dissatisfaction,didn't enjoy the work I was doing.
1599,474,934,Relocation,Relocation forced a change in career.
1600,474,934,Pursuing passion,Wanted to follow my true interests.
1601,474,934,Work-life balance,Current job had long hours with no flexibility.
1602,663,1293,Laid off,Got laid off and had to start over.
1603,663,1293,Burnout,Too much stress in the previous role.
1604,663,1293,Industry decline,Needed to move to a growing sector.
1605,1461,2892,Industry decline,Saw layoffs and instability in my field.
1606,1461,2892,Job dissatisfaction,Company culture wasn't a good fit.
1607,1461,2892,Relocation,Relocated due to family reasons.
1608,842,1649,Remote work opportunity,"New role allows remote work, which I prefer."
1609,1060,2110,Relocation,Relocated due to family reasons.
1610,1060,2110,Work-life balance,Current job had long hours with no flexibility.
1611,1060,2110,Career growth,No opportunities to move up in the company.
1612,758,1482,Better salary,Needed better compensation for my skills.
1613,758,1482,Flexible schedule,Old job didn't offer schedule flexibility.
1614,758,1482,Relocation,Moved to a new city and needed a job switch.
1615,499,986,Better salary,Wanted to earn more to support my family.
1616,347,695,Burnout,Too much stress in the previous role.
1617,347,695,Job dissatisfaction,Felt unmotivated in my previous role.
1618,999,1980,Remote work opportunity,"New role allows remote work, which I prefer."
1619,1445,2859,Work-life balance,Burned out from constant overtime.
1620,1445,2859,Burnout,Mentally exhausted from constant pressure.
1621,1104,2195,Laid off,Company downsized and I lost my job.
1622,1288,2555,Industry decline,Saw layoffs and instability in my field.
1623,1288,2555,Job dissatisfaction,didn't enjoy the work I was doing.
1624,1288,2555,Work-life balance,Needed more time for family and health.
1625,827,1619,Flexible schedule,Wanted better control over my time.
1626,640,1245,Career growth,No opportunities to move up in the company.
1627,640,1245,Pursuing passion,Previous job wasn't aligned with my goals.
1628,640,1245,Job dissatisfaction,Felt unmotivated in my previous role.
1629,491,971,Remote work opportunity,Old job required daily commuting.
1630,491,971,Job dissatisfaction,Company culture wasn't a good fit.
1631,1130,2248,Career growth,Felt stuck in the same position for too long.
1632,1130,2248,Pursuing passion,Wanted to follow my true interests.
1633,1130,2248,Flexible schedule,Old job didn't offer schedule flexibility.
1634,828,1623,Pursuing passion,Wanted to follow my true interests.
1635,955,1889,Job dissatisfaction,Felt unmotivated in my previous role.
1636,1383,2735,Desire for stability,Seeking consistent income and benefits.
1637,1383,2735,Pursuing passion,Switched to something I'm genuinely excited about.
1638,447,879,Pursuing passion,Previous job wasn't aligned with my goals.
1639,447,879,Job dissatisfaction,Felt unmotivated in my previous role.
1640,447,879,Laid off,Position was eliminated unexpectedly.
1641,765,1498,Flexible schedule,Old job didn't offer schedule flexibility.
1642,765,1498,Career growth,Felt stuck in the same position for too long.
1643,1444,2857,Flexible schedule,Wanted better control over my time.
1644,1444,2857,Work-life balance,Burned out from constant overtime.
1645,1444,2857,Laid off,Got laid off and had to start over.
1646,435,859,Better salary,Needed better compensation for my skills.
1647,435,859,Remote work opportunity,Old job required daily commuting.
1648,435,859,Laid off,Got laid off and had to start over.
1649,484,953,Job dissatisfaction,Company culture wasn't a good fit.
1650,484,953,Laid off,Got laid off and had to start over.
1651,261,527,Remote work opportunity,Old job required daily commuting.
1652,261,527,Work-life balance,Burned out from constant overtime.
1653,1156,2297,Work-life balance,Needed more time for family and health.
1654,1156,2297,Desire for stability,Seeking consistent income and benefits.
1655,1156,2297,Pursuing passion,Switched to something I'm genuinely excited about.
1656,242,493,Work-life balance,Needed more time for family and health.
1657,242,493,Pursuing passion,Switched to something I'm genuinely excited about.
1658,69,141,Better salary,Wanted to earn more to support my family.
1659,69,141,Desire for stability,Wanted a more secure job long-term.
1660,69,141,Pursuing passion,Wanted to follow my true interests.
1661,168,338,Career growth,Wanted to pursue a leadership role.
1662,168,338,Pursuing passion,Previous job wasn't aligned with my goals.
1663,381,760,Industry decline,Old industry was shrinking with few jobs.
1664,381,760,Career growth,Felt stuck in the same position for too long.
1665,1443,2856,Laid off,Got laid off and had to start over.
1666,1443,2856,Remote work opportunity,"New role allows remote work, which I prefer."
1667,295,591,Relocation,Relocation forced a change in career.
1668,536,1049,Flexible schedule,Old job didn't offer schedule flexibility.
1669,536,1049,Remote work opportunity,Old job required daily commuting.
1670,788,1543,Industry decline,Old industry was shrinking with few jobs.
1671,1279,2538,Relocation,Moved to a new city and needed a job switch.
1672,1279,2538,Work-life balance,Burned out from constant overtime.
1673,1279,2538,Job dissatisfaction,didn't enjoy the work I was doing.
1674,1022,2036,Flexible schedule,Wanted better control over my time.
1675,1022,2036,Better salary,N/A
1676,1022,2036,Desire for stability,Seeking consistent income and benefits.
1677,1189,2358,Desire for stability,Seeking consistent income and benefits.
1678,1189,2358,Remote work opportunity,"New role allows remote work, which I prefer."
1679,62,130,Relocation,Relocated due to family reasons.
1680,923,1816,Desire for stability,Seeking consistent income and benefits.
1681,923,1816,Remote work opportunity,Wanted to work from home for better flexibility.
1682,923,1816,Industry decline,Saw layoffs and instability in my field.
1683,795,1560,Desire for stability,Seeking consistent income and benefits.
1684,850,1666,Career growth,No opportunities to move up in the company.
1685,349,697,Work-life balance,Burned out from constant overtime.
1686,349,697,Pursuing passion,Previous job wasn't aligned with my goals.
1687,349,697,Remote work opportunity,"New role allows remote work, which I prefer."
1688,195,388,Career growth,No opportunities to move up in the company.
1689,1300,2574,Flexible schedule,Needed part-time or flexible working hours.
1690,1229,2443,Burnout,Mentally exhausted from constant pressure.
1691,1229,2443,Remote work opportunity,Wanted to work from home for better flexibility.
1692,1229,2443,Career growth,Wanted to pursue a leadership role.
1693,311,623,Remote work opportunity,Wanted to work from home for better flexibility.
1694,311,623,Laid off,Got laid off and had to start over.
1695,257,518,Pursuing passion,Previous job wasn't aligned with my goals.
1696,257,518,Relocation,Moved to a new city and needed a job switch.
1697,386,767,Remote work opportunity,Wanted to work from home for better flexibility.
1698,352,703,Industry decline,Saw layoffs and instability in my field.
1699,352,703,Relocation,Relocated due to family reasons.
1700,1381,2729,Laid off,Got laid off and had to start over.
1701,1381,2729,Burnout,Too much stress in the previous role.
1702,1381,2729,Flexible schedule,Old job didn't offer schedule flexibility.
1703,20,42,Job dissatisfaction,Felt unmotivated in my previous role.
1704,20,42,Remote work opportunity,"New role allows remote work, which I prefer."
1705,20,42,Relocation,Relocation forced a change in career.
1706,1119,2222,Better salary,Old job didn't pay enough to cover living costs.
1707,1119,2222,Remote work opportunity,Wanted to work from home for better flexibility.
1708,1119,2222,Pursuing passion,Switched to something I'm genuinely excited about.
1709,160,325,Work-life balance,Burned out from constant overtime.
1710,628,1222,Job dissatisfaction,didn't enjoy the work I was doing.
1711,628,1222,Relocation,Moved to a new city and needed a job switch.
1712,628,1222,Industry decline,Needed to move to a growing sector.
1713,10,21,Career growth,Felt stuck in the same position for too long.
1714,186,373,Work-life balance,Current job had long hours with no flexibility.
1715,718,1401,Laid off,Position was eliminated unexpectedly.
1716,718,1401,Industry decline,Needed to move to a growing sector.
1717,718,1401,Flexible schedule,Wanted better control over my time.
1718,437,863,Laid off,Position was eliminated unexpectedly.
1719,437,863,Pursuing passion,Previous job wasn't aligned with my goals.
1720,437,863,Work-life balance,Needed more time for family and health.
1721,723,1410,Remote work opportunity,Wanted to work from home for better flexibility.
1722,1314,2601,Job dissatisfaction,Felt unmotivated in my previous role.
1723,1314,2601,Industry decline,Old industry was shrinking with few jobs.
1724,1314,2601,Burnout,Job was emotionally draining.
1725,874,1721,Flexible schedule,Needed part-time or flexible working hours.
1726,874,1721,Remote work opportunity,"New role allows remote work, which I prefer."
1727,178,358,Relocation,Relocation forced a change in career.
1728,1423,2817,Desire for stability,Seeking consistent income and benefits.
1729,1310,2594,Flexible schedule,Wanted better control over my time.
1730,1310,2594,Laid off,Got laid off and had to start over.
1731,1310,2594,Remote work opportunity,Old job required daily commuting.
1732,802,1578,Relocation,Moved to a new city and needed a job switch.
1733,802,1578,Pursuing passion,Switched to something I'm genuinely excited about.
1734,802,1578,Desire for stability,Old industry was unpredictable.
1735,875,1724,Job dissatisfaction,Felt unmotivated in my previous role.
1736,1389,2745,Career growth,No opportunities to move up in the company.
1737,275,556,Industry decline,Needed to move to a growing sector.
1738,22,49,Laid off,Company downsized and I lost my job.
1739,22,49,Remote work opportunity,Wanted to work from home for better flexibility.
1740,22,49,Pursuing passion,Switched to something I'm genuinely excited about.
1741,1270,2522,Career growth,Wanted to pursue a leadership role.
1742,719,1402,Industry decline,Old industry was shrinking with few jobs.
1743,719,1402,Desire for stability,Seeking consistent income and benefits.
1744,32,72,Industry decline,Old industry was shrinking with few jobs.
1745,32,72,Job dissatisfaction,Felt unmotivated in my previous role.
1746,823,1612,Flexible schedule,Old job didn't offer schedule flexibility.
1747,823,1612,Career growth,No opportunities to move up in the company.
1748,823,1612,Laid off,Company downsized and I lost my job.
1749,97,204,Industry decline,Saw layoffs and instability in my field.
1750,709,1383,Career growth,No opportunities to move up in the company.
1751,387,769,Burnout,Job was emotionally draining.
1752,387,769,Job dissatisfaction,Company culture wasn't a good fit.
1753,1012,2009,Career growth,Wanted to pursue a leadership role.
1754,809,1589,Laid off,Got laid off and had to start over.
1755,809,1589,Pursuing passion,Switched to something I'm genuinely excited about.
1756,809,1589,Remote work opportunity,Wanted to work from home for better flexibility.
1757,1400,2769,Better salary,Needed better compensation for my skills.
1758,1400,2769,Burnout,Job was emotionally draining.
1759,1400,2769,Pursuing passion,Switched to something I'm genuinely excited about.
1760,1215,2411,Burnout,Job was emotionally draining.
1761,1215,2411,Pursuing passion,Switched to something I'm genuinely excited about.
1762,1215,2411,Career growth,Felt stuck in the same position for too long.
1763,539,1054,Career growth,Wanted to pursue a leadership role.
1764,477,941,Career growth,Felt stuck in the same position for too long.
1765,664,1294,Job dissatisfaction,didn't enjoy the work I was doing.
1766,664,1294,Work-life balance,Current job had long hours with no flexibility.
1767,710,1384,Flexible schedule,Needed part-time or flexible working hours.
1768,710,1384,Industry decline,Old industry was shrinking with few jobs.
1769,1059,2106,Burnout,Job was emotionally draining.
1770,1059,2106,Remote work opportunity,Old job required daily commuting.
1771,1059,2106,Flexible schedule,Old job didn't offer schedule flexibility.
1772,633,1233,Better salary,Needed better compensation for my skills.
1773,464,913,Work-life balance,Needed more time for family and health.
1774,91,189,Burnout,Mentally exhausted from constant pressure.
1775,91,189,Industry decline,Old industry was shrinking with few jobs.
1776,91,189,Desire for stability,Old industry was unpredictable.
1777,1297,2568,Better salary,Old job didn't pay enough to cover living costs.
1778,1297,2568,Laid off,Company downsized and I lost my job.
1779,1297,2568,Remote work opportunity,"New role allows remote work, which I prefer."
1780,410,806,Better salary,Old job didn't pay enough to cover living costs.
1781,410,806,Industry decline,Needed to move to a growing sector.
1782,976,1931,Remote work opportunity,Old job required daily commuting.
1783,976,1931,Flexible schedule,Needed part-time or flexible working hours.
1784,46,96,Industry decline,Saw layoffs and instability in my field.
1785,46,96,Pursuing passion,Wanted to follow my true interests.
1786,46,96,Burnout,Job was emotionally draining.
1787,1337,2643,Career growth,No opportunities to move up in the company.
1788,979,1937,Better salary,Needed better compensation for my skills.
1789,979,1937,Desire for stability,Wanted a more secure job long-term.
1790,1307,2589,Laid off,Company downsized and I lost my job.
1791,1307,2589,Pursuing passion,Switched to something I'm genuinely excited about.
1792,1307,2589,Flexible schedule,Wanted better control over my time.
1793,66,134,Better salary,Wanted to earn more to support my family.
1794,575,1117,Career growth,No opportunities to move up in the company.
1795,575,1117,Laid off,Position was eliminated unexpectedly.
1796,575,1117,Work-life balance,Needed more time for family and health.
1797,395,782,Industry decline,Needed to move to a growing sector.
1798,1244,2469,Laid off,Company downsized and I lost my job.
1799,1244,2469,Flexible schedule,Wanted better control over my time.
1800,578,1121,Flexible schedule,Wanted better control over my time.
1801,529,1038,Burnout,Too much stress in the previous role.
1802,326,650,Laid off,Company downsized and I lost my job.
1803,326,650,Relocation,Relocation forced a change in career.
1804,326,650,Desire for stability,Wanted a more secure job long-term.
1805,440,868,Relocation,Moved to a new city and needed a job switch.
1806,872,1715,Industry decline,Old industry was shrinking with few jobs.
1807,872,1715,Remote work opportunity,Wanted to work from home for better flexibility.
1808,1339,2647,Burnout,Mentally exhausted from constant pressure.
1809,1339,2647,Remote work opportunity,Old job required daily commuting.
1810,1339,2647,Flexible schedule,Needed part-time or flexible working hours.
1811,211,427,Laid off,Got laid off and had to start over.
1812,211,427,Better salary,Old job didn't pay enough to cover living costs.
1813,211,427,Flexible schedule,Old job didn't offer schedule flexibility.
1814,670,1308,Flexible schedule,Old job didn't offer schedule flexibility.
1815,670,1308,Work-life balance,Current job had long hours with no flexibility.
1816,670,1308,Desire for stability,Old industry was unpredictable.
1817,1375,2718,Career growth,Wanted to pursue a leadership role.
1818,1375,2718,Remote work opportunity,Old job required daily commuting.
1819,1375,2718,Work-life balance,Burned out from constant overtime.
1820,237,483,Work-life balance,Needed more time for family and health.
1821,237,483,Laid off,Got laid off and had to start over.
1822,237,483,Career growth,Felt stuck in the same position for too long.
1823,1006,1996,Career growth,No opportunities to move up in the company.
1824,1006,1996,Burnout,Too much stress in the previous role.
1825,1006,1996,Desire for stability,Wanted a more secure job long-term.
1826,1462,2894,Relocation,Relocation forced a change in career.
1827,1462,2894,Burnout,Too much stress in the previous role.
1828,1462,2894,Pursuing passion,Wanted to follow my true interests.
1829,1452,2875,Remote work opportunity,Old job required daily commuting.
1830,1452,2875,Work-life balance,Burned out from constant overtime.
1831,1069,2130,Desire for stability,Wanted a more secure job long-term.
1832,1069,2130,Industry decline,Saw layoffs and instability in my field.
1833,742,1450,Relocation,Relocated due to family reasons.
1834,742,1450,Job dissatisfaction,Company culture wasn't a good fit.
1835,742,1450,Burnout,Mentally exhausted from constant pressure.
1836,1292,2560,Career growth,Wanted to pursue a leadership role.
1837,1264,2510,Remote work opportunity,Old job required daily commuting.
1838,1264,2510,Industry decline,Saw layoffs and instability in my field.
1839,1264,2510,Desire for stability,Wanted a more secure job long-term.
1840,1364,2694,Job dissatisfaction,didn't enjoy the work I was doing.
1841,1364,2694,Relocation,Moved to a new city and needed a job switch.
1842,1364,2694,Career growth,Felt stuck in the same position for too long.
1843,481,947,Remote work opportunity,Old job required daily commuting.
1844,481,947,Pursuing passion,Wanted to follow my true interests.
1845,481,947,Laid off,Got laid off and had to start over.
1846,1336,2640,Laid off,Company downsized and I lost my job.
1847,944,1863,Job dissatisfaction,Felt unmotivated in my previous role.
1848,944,1863,Pursuing passion,Wanted to follow my true interests.
1849,1158,2300,Better salary,Wanted to earn more to support my family.
1850,1404,2777,Pursuing passion,Switched to something I'm genuinely excited about.
1851,103,216,Flexible schedule,Old job didn't offer schedule flexibility.
1852,1487,2949,Relocation,Relocated due to family reasons.
1853,1356,2680,Remote work opportunity,Old job required daily commuting.
1854,1356,2680,Burnout,Job was emotionally draining.
1855,1356,2680,Pursuing passion,Switched to something I'm genuinely excited about.
1856,231,468,Flexible schedule,Old job didn't offer schedule flexibility.
1857,231,468,Remote work opportunity,Old job required daily commuting.
1858,1015,2018,Laid off,Company downsized and I lost my job.
1859,495,978,Laid off,Company downsized and I lost my job.
1860,495,978,Burnout,Job was emotionally draining.
1861,568,1101,Career growth,Felt stuck in the same position for too long.
1862,568,1101,Work-life balance,Burned out from constant overtime.
1863,568,1101,Remote work opportunity,Old job required daily commuting.
1864,398,789,Burnout,Mentally exhausted from constant pressure.
1865,398,789,Pursuing passion,Wanted to follow my true interests.
1866,398,789,Better salary,Wanted to earn more to support my family.
1867,1386,2740,Remote work opportunity,Wanted to work from home for better flexibility.
1868,1386,2740,Career growth,Felt stuck in the same position for too long.
1869,930,1832,Remote work opportunity,Old job required daily commuting.
1870,930,1832,Better salary,Old job didn't pay enough to cover living costs.
1871,930,1832,Laid off,Got laid off and had to start over.
1872,771,1510,Flexible schedule,Wanted better control over my time.
1873,771,1510,Industry decline,Needed to move to a growing sector.
1874,958,1895,Flexible schedule,Wanted better control over my time.
1875,992,1965,Laid off,Got laid off and had to start over.
1876,992,1965,Burnout,Mentally exhausted from constant pressure.
1877,992,1965,Pursuing passion,Switched to something I'm genuinely excited about.
1878,969,1916,Job dissatisfaction,Felt unmotivated in my previous role.
1879,969,1916,Pursuing passion,Switched to something I'm genuinely excited about.
1880,969,1916,Career growth,Wanted to pursue a leadership role.
1881,84,173,Desire for stability,Seeking consistent income and benefits.
1882,84,173,Laid off,Position was eliminated unexpectedly.
1883,1199,2376,Pursuing passion,Switched to something I'm genuinely excited about.
1884,1199,2376,Career growth,Felt stuck in the same position for too long.
1885,1199,2376,Better salary,Needed better compensation for my skills.
1886,1403,2774,Relocation,Relocation forced a change in career.
1887,360,718,Relocation,Relocated due to family reasons.
1888,360,718,Burnout,Mentally exhausted from constant pressure.
1889,360,718,Industry decline,Saw layoffs and instability in my field.
1890,480,945,Flexible schedule,Old job didn't offer schedule flexibility.
1891,480,945,Better salary,Old job didn't pay enough to cover living costs.
1892,480,945,Industry decline,Old industry was shrinking with few jobs.
1893,1320,2613,Relocation,Relocated due to family reasons.
1894,1320,2613,Job dissatisfaction,didn't enjoy the work I was doing.
1895,1320,2613,Desire for stability,Seeking consistent income and benefits.
1896,1063,2116,Burnout,Mentally exhausted from constant pressure.
1897,1063,2116,Pursuing passion,Wanted to follow my true interests.
1898,712,1388,Flexible schedule,Wanted better control over my time.
1899,884,1743,Job dissatisfaction,Company culture wasn't a good fit.
1900,151,305,N/A,No opportunities to move up in the company.
1901,151,305,Flexible schedule,Wanted better control over my time.
1902,151,305,Laid off,Company downsized and I lost my job.
1903,188,376,Job dissatisfaction,Felt unmotivated in my previous role.
1904,188,376,Desire for stability,Seeking consistent income and benefits.
1905,188,376,Pursuing passion,Previous job wasn't aligned with my goals.
1906,64,132,Remote work opportunity,Wanted to work from home for better flexibility.
1907,64,132,Laid off,Got laid off and had to start over.
1908,936,1845,Burnout,Too much stress in the previous role.
1909,838,1641,Better salary,Old job didn't pay enough to cover living costs.
1910,838,1641,Job dissatisfaction,Felt unmotivated in my previous role.
1911,838,1641,Career growth,Felt stuck in the same position for too long.
1912,512,1010,Industry decline,Saw layoffs and instability in my field.
1913,1301,2578,Flexible schedule,Wanted better control over my time.
1914,1301,2578,Remote work opportunity,"New role allows remote work, which I prefer."
1915,1301,2578,Career growth,Felt stuck in the same position for too long.
1916,272,549,Laid off,Got laid off and had to start over.
1917,272,549,Burnout,Job was emotionally draining.
1918,272,549,Relocation,Relocation forced a change in career.
1919,131,270,Remote work opportunity,Old job required daily commuting.
1920,131,270,Laid off,Position was eliminated unexpectedly.
1921,23,52,Burnout,Job was emotionally draining.
1922,695,1358,Burnout,Job was emotionally draining.
1923,920,1811,Career growth,Wanted to pursue a leadership role.
1924,920,1811,Flexible schedule,Needed part-time or flexible working hours.
1925,920,1811,Pursuing passion,Switched to something I'm genuinely excited about.
1926,1046,2083,Industry decline,Old industry was shrinking with few jobs.
1927,1046,2083,Career growth,Felt stuck in the same position for too long.
1928,1046,2083,Relocation,Relocation forced a change in career.
1929,708,1381,Work-life balance,Burned out from constant overtime.
1930,708,1381,Job dissatisfaction,Company culture wasn't a good fit.
1931,422,832,Career growth,Wanted to pursue a leadership role.
1932,422,832,Better salary,Old job didn't pay enough to cover living costs.
1933,422,832,Laid off,Position was eliminated unexpectedly.
1934,124,257,Work-life balance,Needed more time for family and health.
1935,949,1874,Industry decline,Saw layoffs and instability in my field.
1936,949,1874,Laid off,Position was eliminated unexpectedly.
1937,952,1881,Work-life balance,Current job had long hours with no flexibility.
1938,967,1912,Job dissatisfaction,didn't enjoy the work I was doing.
1939,967,1912,Work-life balance,Needed more time for family and health.
1940,238,484,Desire for stability,Wanted a more secure job long-term.
1941,1253,2486,Remote work opportunity,Wanted to work from home for better flexibility.
1942,1253,2486,Work-life balance,Current job had long hours with no flexibility.
1943,1253,2486,Pursuing passion,Switched to something I'm genuinely excited about.
1944,143,292,Better salary,Old job didn't pay enough to cover living costs.
1945,1020,2031,Industry decline,Saw layoffs and instability in my field.
1946,1272,2526,Job dissatisfaction,didn't enjoy the work I was doing.
1947,1272,2526,Flexible schedule,Needed part-time or flexible working hours.
1948,450,884,Relocation,Relocated due to family reasons.
1949,593,1146,Industry decline,Needed to move to a growing sector.
1950,593,1146,Better salary,Old job didn't pay enough to cover living costs.
1951,593,1146,Job dissatisfaction,Company culture wasn't a good fit.
1952,605,1175,Flexible schedule,Needed part-time or flexible working hours.
1953,605,1175,Career growth,Wanted to pursue a leadership role.
1954,77,158,Desire for stability,Seeking consistent income and benefits.
1955,77,158,Flexible schedule,Needed part-time or flexible working hours.
1956,1217,2414,Better salary,Needed better compensation for my skills.
1957,1416,2806,Job dissatisfaction,didn't enjoy the work I was doing.
1958,1416,2806,Laid off,Position was eliminated unexpectedly.
1959,972,1921,Industry decline,Needed to move to a growing sector.
1960,972,1921,Career growth,Wanted to pursue a leadership role.
1961,972,1921,Work-life balance,Needed more time for family and health.
1962,1318,2609,Burnout,Mentally exhausted from constant pressure.
1963,907,1787,Career growth,Felt stuck in the same position for too long.
1964,907,1787,Desire for stability,Old industry was unpredictable.
1965,907,1787,Job dissatisfaction,Company culture wasn't a good fit.
1966,1220,2422,Industry decline,Old industry was shrinking with few jobs.
1967,1466,2900,Flexible schedule,Needed part-time or flexible working hours.
1968,4,8,Remote work opportunity,Old job required daily commuting.
1969,4,8,Job dissatisfaction,Company culture wasn't a good fit.
1970,65,133,Desire for stability,Seeking consistent income and benefits.
1971,65,133,Pursuing passion,Previous job wasn't aligned with my goals.
1972,13,28,Relocation,Moved to a new city and needed a job switch.
1973,13,28,Remote work opportunity,Wanted to work from home for better flexibility.
1974,383,762,Better salary,Wanted to earn more to support my family.
1975,1049,2088,Remote work opportunity,Wanted to work from home for better flexibility.
1976,1049,2088,Relocation,N/A
1977,769,1504,Better salary,Wanted to earn more to support my family.
1978,769,1504,Work-life balance,Burned out from constant overtime.
1979,769,1504,Pursuing passion,Switched to something I'm genuinely excited about.
1980,375,746,Job dissatisfaction,Company culture wasn't a good fit.
1981,375,746,Industry decline,Saw layoffs and instability in my field.
1982,1118,2221,Job dissatisfaction,Felt unmotivated in my previous role.
1983,1118,2221,Burnout,Too much stress in the previous role.
1984,1118,2221,Flexible schedule,Needed part-time or flexible working hours.
1985,50,103,Desire for stability,Old industry was unpredictable.
1986,50,103,Work-life balance,Current job had long hours with no flexibility.
1987,1190,2360,Desire for stability,Old industry was unpredictable.
1988,1164,2310,Laid off,Got laid off and had to start over.
1989,1164,2310,Relocation,Relocated due to family reasons.
1990,634,1234,Career growth,Wanted to pursue a leadership role.
1991,634,1234,Burnout,Job was emotionally draining.
1992,634,1234,Desire for stability,Seeking consistent income and benefits.
