transition_id,person_id,from_role,to_role,from_industry,to_industry,transition_date,transition_time_months
2260,1138,Nurse,Sales Associate,Healthcare,Retail,2020-07-07,22
2261,1139,Quality Inspector,Store Manager,Manufacturing,Retail,2015-04-14,11
2262,1139,Store Manager,Chef,Retail,Hospitality,2016-04-13,21
2263,1139,Chef,Nurse,Hospitality,Healthcare,2017-04-13,20
2264,1140,Professor,Financial Analyst,Education,Finance,2020-09-13,7
2265,1141,Receptionist,Librarian,Hospitality,Education,2021-12-16,16
2266,1142,Sales Associate,Receptionist,Retail,Hospitality,2021-12-13,1
2267,1142,Hotel Manager,Store Manager,Hospitality,Retail,2022-12-13,11
2268,1143,Auditor,Librarian,Finance,Education,2024-10-22,1
2269,1144,Chef,Data Analyst,Hospitality,Technology,2018-11-25,9
2270,1144,Technology Support,Store Manager,Technology,Retail,2019-11-25,13
2271,1145,Pharmacist,Chef,Healthcare,Hospitality,2023-03-30,9
2272,1146,Teacher,Software Developer,Education,Technology,2020-11-02,5
2273,1147,Receptionist,Pharmacist,Hospitality,Healthcare,2020-04-15,7
2274,1147,Nurse,Machine Operator,Healthcare,Manufacturing,2021-04-15,14
2275,1147,Quality Inspector,Auditor,Manufacturing,Finance,2022-04-15,16
2276,1148,Cashier,Chef,Retail,Hospitality,2015-10-11,6
2277,1148,Hotel Manager,Pharmacist,Hospitality,Healthcare,2016-10-10,2
2278,1148,Nurse,Receptionist,Healthcare,Hospitality,2017-10-10,16
2279,1149,Pharmacist,Sales Associate,Healthcare,Retail,2017-04-23,5
2280,1149,Store Manager,Hotel Manager,Retail,Hospitality,2018-04-23,4
2281,1149,Receptionist,Store Manager,Hospitality,Retail,2019-04-23,14
2282,1150,Store Manager,Librarian,Retail,Education,2019-07-01,6
2283,1150,Teacher,Data Analyst,Education,Technology,2020-06-30,8
2284,1150,Data Analyst,Pharmacist,Technology,Healthcare,2021-06-30,24
2285,1151,Receptionist,Nurse,Hospitality,Healthcare,2018-01-10,4
2286,1151,Medical Assistant,Machine Operator,Healthcare,Manufacturing,2019-01-10,1
2287,1151,Machine Operator,Cashier,Manufacturing,Retail,2020-01-10,2
2288,1152,Chef,Nurse,Hospitality,Healthcare,2024-07-17,9
2289,1153,Receptionist,Sales Associate,Hospitality,Retail,2022-05-24,12
2290,1153,Store Manager,Assembly Line Worker,Retail,Manufacturing,2023-05-24,10
2291,1153,Machine Operator,Financial Analyst,Manufacturing,Finance,2024-05-23,10
2292,1154,Librarian,Accountant,Education,Finance,2016-03-24,12
2293,1154,Accountant,Medical Assistant,Finance,Healthcare,2017-03-24,22
2294,1155,Assembly Line Worker,Technology Support,Manufacturing,Technology,2023-01-09,16
2295,1155,Software Developer,Librarian,Technology,Education,2024-01-09,23
2296,1156,Sales Associate,Auditor,Retail,Finance,2024-02-20,24
2297,1156,Financial Analyst,Quality Inspector,Finance,Manufacturing,2025-02-19,24
2298,1157,Pharmacist,Receptionist,Healthcare,Hospitality,2017-11-08,24
2299,1158,Pharmacist,Cashier,Healthcare,Retail,2020-08-19,15
2300,1158,Cashier,Professor,Retail,Education,2021-08-19,9
2301,1159,Librarian,Hotel Manager,Education,Hospitality,2022-08-01,24
2302,1159,Hotel Manager,Professor,Hospitality,Education,2023-08-01,2
2303,1160,Accountant,Machine Operator,Finance,Manufacturing,2017-02-11,12
2304,1160,Quality Inspector,Professor,Manufacturing,Education,2018-02-11,3
2305,1161,Assembly Line Worker,Auditor,Manufacturing,Finance,2020-02-12,9
2306,1161,Accountant,Cashier,Finance,Retail,2021-02-11,8
2307,1161,Store Manager,Auditor,Retail,Finance,2022-02-11,6
2308,1162,Accountant,Technology Support,Finance,Technology,2015-07-26,14
2309,1163,Hotel Manager,Nurse,Hospitality,Healthcare,2017-03-19,6
2310,1164,Machine Operator,Chef,Manufacturing,Hospitality,2020-08-15,22
2311,1164,Hotel Manager,Store Manager,Hospitality,Retail,2021-08-15,8
2312,1164,Cashier,Professor,Retail,Education,2022-08-15,1
2313,1165,Librarian,Auditor,Education,Finance,2015-12-13,18
2314,1166,Technology Support,Receptionist,Technology,Hospitality,2019-02-04,13
2315,1166,Receptionist,Cashier,Hospitality,Retail,2020-02-04,22
2316,1167,Auditor,Pharmacist,Finance,Healthcare,2024-03-02,14
2317,1167,Pharmacist,Assembly Line Worker,Healthcare,Manufacturing,2025-03-02,11
2318,1168,Pharmacist,Chef,Healthcare,Hospitality,2020-07-04,18
2319,1168,Hotel Manager,Auditor,Hospitality,Finance,2021-07-04,21
2320,1168,Accountant,Store Manager,Finance,Retail,2022-07-04,22
2321,1169,Quality Inspector,Cashier,Manufacturing,Retail,2023-05-06,19
2322,1170,Hotel Manager,Store Manager,Hospitality,Retail,2022-04-12,10
2323,1170,Sales Associate,Professor,Retail,Education,2023-04-12,6
2324,1171,Librarian,Cashier,Education,Retail,2017-12-07,4
2325,1171,Cashier,Technology Support,Retail,Technology,2018-12-07,11
2326,1172,Technology Support,Chef,Technology,Hospitality,2021-05-27,8
2327,1173,Assembly Line Worker,Auditor,Manufacturing,Finance,2020-02-13,23
2328,1173,Financial Analyst,Medical Assistant,Finance,Healthcare,2021-02-12,11
2329,1174,Medical Assistant,Professor,Healthcare,Education,2023-09-30,15
2330,1174,Teacher,Machine Operator,Education,Manufacturing,2024-09-29,8
2331,1174,Assembly Line Worker,Sales Associate,Manufacturing,Retail,2025-09-29,20
2332,1175,Software Developer,Store Manager,Technology,Retail,2016-03-19,21
2333,1175,Store Manager,Quality Inspector,Retail,Manufacturing,2017-03-19,1
2334,1176,Professor,Accountant,Education,Finance,2021-12-30,24
2335,1177,Quality Inspector,Technology Support,Manufacturing,Technology,2019-03-30,8
2336,1177,Software Developer,Accountant,Technology,Finance,2020-03-29,3
2337,1178,Teacher,Machine Operator,Education,Manufacturing,2023-10-20,20
2338,1179,Librarian,Software Developer,Education,Technology,2019-11-22,16
2339,1180,Assembly Line Worker,Technology Support,Manufacturing,Technology,2024-09-30,17
2340,1181,Auditor,Receptionist,Finance,Hospitality,2019-02-28,16
2341,1181,Chef,Quality Inspector,Hospitality,Manufacturing,2020-02-28,23
2342,1181,Machine Operator,Hotel Manager,Manufacturing,Hospitality,2021-02-27,6
2343,1182,Cashier,Medical Assistant,Retail,Healthcare,2021-12-05,23
2344,1182,Medical Assistant,Quality Inspector,Healthcare,Manufacturing,2022-12-05,7
2345,1183,Professor,Machine Operator,Education,Manufacturing,2024-07-07,14
2346,1183,Assembly Line Worker,Sales Associate,Manufacturing,Retail,2025-07-07,11
2347,1184,Medical Assistant,Professor,Healthcare,Education,2015-11-18,12
2348,1184,Librarian,Auditor,Education,Finance,2016-11-17,20
2349,1185,Receptionist,Machine Operator,Hospitality,Manufacturing,2021-07-22,15
2350,1186,Software Developer,Chef,Technology,Hospitality,2018-05-02,12
2351,1186,Chef,Data Analyst,Hospitality,Technology,2019-05-02,13
2352,1186,Technology Support,Store Manager,Technology,Retail,2020-05-01,8
2353,1187,Data Analyst,Sales Associate,Technology,Retail,2020-06-30,3
2354,1187,Store Manager,Accountant,Retail,Finance,2021-06-30,13
2355,1188,Store Manager,Technology Support,Retail,Technology,2023-09-18,2
2356,1188,Software Developer,Assembly Line Worker,Technology,Manufacturing,2024-09-17,1
2357,1188,Quality Inspector,Financial Analyst,Manufacturing,Finance,2025-09-17,8
2358,1189,Pharmacist,Teacher,Healthcare,Education,2020-12-19,9
2359,1189,Professor,Machine Operator,Education,Manufacturing,2021-12-19,8
2360,1190,Software Developer,Accountant,Technology,Finance,2018-10-03,17
2361,1191,Technology Support,Assembly Line Worker,Technology,Manufacturing,2015-04-28,6
2362,1192,Chef,Professor,Hospitality,Education,2016-06-09,23
2363,1192,Professor,Medical Assistant,Education,Healthcare,2017-06-09,24
2364,1192,Nurse,Chef,Healthcare,Hospitality,2018-06-09,13
2365,1193,Assembly Line Worker,Data Analyst,Manufacturing,Technology,2015-05-16,22
2366,1194,Receptionist,Accountant,Hospitality,Finance,2016-05-08,7
2367,1195,Technology Support,Store Manager,Technology,Retail,2017-05-28,18
2368,1195,Store Manager,Quality Inspector,Retail,Manufacturing,2018-05-28,14
2369,1195,Assembly Line Worker,Data Analyst,Manufacturing,Technology,2019-05-28,11
2370,1196,Cashier,Machine Operator,Retail,Manufacturing,2022-06-22,17
2371,1196,Machine Operator,Nurse,Manufacturing,Healthcare,2023-06-22,24
2372,1197,Financial Analyst,Machine Operator,Finance,Manufacturing,2024-05-06,2
2373,1198,Financial Analyst,Nurse,Finance,Healthcare,2024-11-01,16
2374,1198,Medical Assistant,Professor,Healthcare,Education,2025-11-01,22
2375,1198,Librarian,Assembly Line Worker,Education,Manufacturing,2026-11-01,10
2376,1199,Data Analyst,Medical Assistant,Technology,Healthcare,2021-06-02,8
2377,1199,Pharmacist,Store Manager,Healthcare,Retail,2022-06-02,21
2378,1200,Assembly Line Worker,Chef,Manufacturing,Hospitality,2020-09-03,7
2379,1201,Data Analyst,Nurse,Technology,Healthcare,2016-06-06,13
2380,1201,Medical Assistant,Quality Inspector,Healthcare,Manufacturing,2017-06-06,16
2381,1202,Machine Operator,Software Developer,Manufacturing,Technology,2018-07-18,5
2382,1202,Technology Support,Store Manager,Technology,Retail,2019-07-18,16
2383,1203,Accountant,Pharmacist,Finance,Healthcare,2015-01-10,9
2384,1203,Medical Assistant,Machine Operator,Healthcare,Manufacturing,2016-01-10,22
2385,1203,Machine Operator,Receptionist,Manufacturing,Hospitality,2017-01-09,23
2386,1204,Machine Operator,Technology Support,Manufacturing,Technology,2020-01-01,5
2387,1205,Machine Operator,Hotel Manager,Manufacturing,Hospitality,2023-07-27,16
2388,1205,Hotel Manager,Data Analyst,Hospitality,Technology,2024-07-26,11
2389,1206,Software Developer,Chef,Technology,Hospitality,2021-04-11,12
2390,1206,Hotel Manager,Teacher,Hospitality,Education,2022-04-11,15
2391,1206,Teacher,Auditor,Education,Finance,2023-04-11,24
2392,1207,Hotel Manager,Assembly Line Worker,Hospitality,Manufacturing,2017-07-05,9
2393,1207,Quality Inspector,Teacher,Manufacturing,Education,2018-07-05,1
2394,1208,Receptionist,Cashier,Hospitality,Retail,2023-05-02,12
2395,1208,Store Manager,Nurse,Retail,Healthcare,2024-05-01,20
2396,1208,Nurse,Accountant,Healthcare,Finance,2025-05-01,13
2397,1209,Assembly Line Worker,Medical Assistant,Manufacturing,Healthcare,2022-10-27,6
2398,1209,Nurse,Financial Analyst,Healthcare,Finance,2023-10-27,10
2399,1209,Financial Analyst,Hotel Manager,Finance,Hospitality,2024-10-26,10
2400,1210,Pharmacist,Accountant,Healthcare,Finance,2020-12-16,1
2401,1210,Auditor,Technology Support,Finance,Technology,2021-12-16,16
2402,1210,Technology Support,Librarian,Technology,Education,2022-12-16,4
2403,1211,Store Manager,Teacher,Retail,Education,2023-12-02,19
2404,1211,Librarian,Quality Inspector,Education,Manufacturing,2024-12-01,2
2405,1212,Receptionist,Sales Associate,Hospitality,Retail,2021-05-25,10
2406,1212,Sales Associate,Quality Inspector,Retail,Manufacturing,2022-05-25,4
2407,1213,Professor,Store Manager,Education,Retail,2023-01-29,1
2408,1214,Sales Associate,Hotel Manager,Retail,Hospitality,2015-10-31,10
2409,1214,Hotel Manager,Financial Analyst,Hospitality,Finance,2016-10-30,18
2410,1214,Financial Analyst,Professor,Finance,Education,2017-10-30,16
2411,1215,Librarian,Sales Associate,Education,Retail,2018-09-05,15
2412,1216,Sales Associate,Hotel Manager,Retail,Hospitality,2021-08-03,20
2413,1216,Chef,Teacher,Hospitality,Education,2022-08-03,4
2414,1217,Quality Inspector,Accountant,Manufacturing,Finance,2020-07-28,7
2415,1218,Sales Associate,Pharmacist,Retail,Healthcare,2022-01-22,11
2416,1218,Nurse,Software Developer,Healthcare,Technology,2023-01-22,10
2417,1218,Software Developer,Auditor,Technology,Finance,2024-01-22,1
2418,1219,Auditor,Librarian,Finance,Education,2017-06-30,24
2419,1219,Teacher,Financial Analyst,Education,Finance,2018-06-30,10
2420,1219,Accountant,Assembly Line Worker,Finance,Manufacturing,2019-06-30,14
2421,1220,Cashier,Accountant,Retail,Finance,2015-11-17,7
2422,1220,Accountant,Quality Inspector,Finance,Manufacturing,2016-11-16,23
2423,1221,Technology Support,Pharmacist,Technology,Healthcare,2018-04-22,22
2424,1221,Medical Assistant,Cashier,Healthcare,Retail,2019-04-22,4
2425,1221,Sales Associate,Data Analyst,Retail,Technology,2020-04-21,24
2426,1222,Auditor,Teacher,Finance,Education,2022-03-10,7
2427,1222,Teacher,Software Developer,Education,Technology,2023-03-10,19
2428,1223,Hotel Manager,Auditor,Hospitality,Finance,2018-09-01,19
2429,1223,Accountant,Machine Operator,Finance,Manufacturing,2019-09-01,7
2430,1224,Teacher,Auditor,Education,Finance,2019-04-26,15
2431,1224,Accountant,Chef,Finance,Hospitality,2020-04-25,5
2432,1224,Hotel Manager,Sales Associate,Hospitality,Retail,2021-04-25,8
2433,1225,Store Manager,Accountant,Retail,Finance,2020-03-04,4
2434,1225,Auditor,Cashier,Finance,Retail,2021-03-04,7
2435,1226,Financial Analyst,Medical Assistant,Finance,Healthcare,2019-10-14,18
2436,1226,Pharmacist,Assembly Line Worker,Healthcare,Manufacturing,2020-10-13,14
2437,1226,Assembly Line Worker,Medical Assistant,Manufacturing,Healthcare,2021-10-13,8
2438,1227,Professor,Technology Support,Education,Technology,2018-08-05,12
2439,1227,Technology Support,Teacher,Technology,Education,2019-08-05,10
2440,1228,Data Analyst,Medical Assistant,Technology,Healthcare,2019-05-24,14
2441,1228,Pharmacist,Assembly Line Worker,Healthcare,Manufacturing,2020-05-23,9
2442,1228,Quality Inspector,Medical Assistant,Manufacturing,Healthcare,2021-05-23,6
2443,1229,Pharmacist,Cashier,Healthcare,Retail,2021-11-08,5
2444,1229,Store Manager,Pharmacist,Retail,Healthcare,2022-11-08,1
2445,1230,Store Manager,Librarian,Retail,Education,2023-08-27,20
2446,1231,Data Analyst,Store Manager,Technology,Retail,2021-06-03,11
2447,1232,Librarian,Pharmacist,Education,Healthcare,2019-02-28,12
2448,1232,Pharmacist,Professor,Healthcare,Education,2020-02-28,3
2449,1233,Auditor,Software Developer,Finance,Technology,2018-12-16,11
2450,1233,Software Developer,Nurse,Technology,Healthcare,2019-12-16,13
2451,1234,Professor,Sales Associate,Education,Retail,2016-10-14,8
2452,1234,Sales Associate,Financial Analyst,Retail,Finance,2017-10-14,10
2453,1234,Financial Analyst,Teacher,Finance,Education,2018-10-14,2
2454,1235,Accountant,Quality Inspector,Finance,Manufacturing,2024-02-21,16
2455,1235,Assembly Line Worker,Data Analyst,Manufacturing,Technology,2025-02-20,17
2456,1236,Sales Associate,Software Developer,Retail,Technology,2016-03-23,2
2457,1236,Data Analyst,Receptionist,Technology,Hospitality,2017-03-23,24
2458,1236,Hotel Manager,Nurse,Hospitality,Healthcare,2018-03-23,23
2459,1237,Machine Operator,Sales Associate,Manufacturing,Retail,2017-07-24,16
2460,1238,Pharmacist,Receptionist,Healthcare,Hospitality,2018-05-03,2
2461,1238,Chef,Pharmacist,Hospitality,Healthcare,2019-05-03,16
2462,1239,Auditor,Teacher,Finance,Education,2018-10-13,5
2463,1240,Financial Analyst,Sales Associate,Finance,Retail,2021-04-22,20
2464,1241,Quality Inspector,Chef,Manufacturing,Hospitality,2022-06-25,10
2465,1241,Chef,Auditor,Hospitality,Finance,2023-06-25,23
2466,1242,Auditor,Store Manager,Finance,Retail,2022-03-05,3
2467,1242,Cashier,Software Developer,Retail,Technology,2023-03-05,18
2468,1243,Teacher,Data Analyst,Education,Technology,2016-07-05,2
2469,1244,Cashier,Receptionist,Retail,Hospitality,2023-02-10,9
2470,1245,Technology Support,Sales Associate,Technology,Retail,2015-10-25,7
2471,1245,Cashier,Chef,Retail,Hospitality,2016-10-24,7
2472,1246,Data Analyst,Auditor,Technology,Finance,2022-08-18,5
2473,1246,Financial Analyst,Pharmacist,Finance,Healthcare,2023-08-18,8
2474,1247,Nurse,Chef,Healthcare,Hospitality,2018-09-28,22
2475,1247,Chef,Cashier,Hospitality,Retail,2019-09-28,18
2476,1247,Cashier,Receptionist,Retail,Hospitality,2020-09-27,6
2477,1248,Sales Associate,Pharmacist,Retail,Healthcare,2017-02-09,18
2478,1248,Nurse,Machine Operator,Healthcare,Manufacturing,2018-02-09,17
2479,1249,Medical Assistant,Assembly Line Worker,Healthcare,Manufacturing,2022-08-06,13
2480,1250,Receptionist,Cashier,Hospitality,Retail,2020-02-17,10
2481,1251,Receptionist,Accountant,Hospitality,Finance,2019-10-06,4
2482,1251,Auditor,Pharmacist,Finance,Healthcare,2020-10-05,12
2483,1252,Data Analyst,Pharmacist,Technology,Healthcare,2021-01-29,8
2484,1252,Nurse,Data Analyst,Healthcare,Technology,2022-01-29,15
2485,1252,Technology Support,Machine Operator,Technology,Manufacturing,2023-01-29,21
2486,1253,Assembly Line Worker,Teacher,Manufacturing,Education,2022-11-04,23
2487,1253,Librarian,Machine Operator,Education,Manufacturing,2023-11-04,19
2488,1254,Store Manager,Pharmacist,Retail,Healthcare,2022-11-07,8
2489,1254,Pharmacist,Financial Analyst,Healthcare,Finance,2023-11-07,8
2490,1254,Financial Analyst,Teacher,Finance,Education,2024-11-06,19
2491,1255,Quality Inspector,Medical Assistant,Manufacturing,Healthcare,2022-04-13,24
2492,1256,Auditor,Pharmacist,Finance,Healthcare,2017-12-11,8
2493,1257,Sales Associate,Nurse,Retail,Healthcare,2022-01-13,15
2494,1257,Nurse,Auditor,Healthcare,Finance,2023-01-13,4
2495,1257,Financial Analyst,Receptionist,Finance,Hospitality,2024-01-13,6
2496,1258,Store Manager,Pharmacist,Retail,Healthcare,2017-04-24,16
2497,1258,Medical Assistant,Technology Support,Healthcare,Technology,2018-04-24,5
2498,1259,Financial Analyst,Software Developer,Finance,Technology,2021-08-08,13
2499,1259,Technology Support,Accountant,Technology,Finance,2022-08-08,15
2500,1259,Accountant,Cashier,Finance,Retail,2023-08-08,17
2501,1260,Receptionist,Auditor,Hospitality,Finance,2019-03-03,22
2502,1261,Auditor,Pharmacist,Finance,Healthcare,2021-09-04,20
2503,1261,Nurse,Auditor,Healthcare,Finance,2022-09-04,22
2504,1261,Financial Analyst,Teacher,Finance,Education,2023-09-04,5
2505,1262,Store Manager,Assembly Line Worker,Retail,Manufacturing,2022-07-25,7
2506,1262,Quality Inspector,Teacher,Manufacturing,Education,2023-07-25,3
2507,1262,Librarian,Sales Associate,Education,Retail,2024-07-24,13
2508,1263,Sales Associate,Medical Assistant,Retail,Healthcare,2024-02-27,16
2509,1263,Pharmacist,Financial Analyst,Healthcare,Finance,2025-02-26,13
2510,1264,Machine Operator,Professor,Manufacturing,Education,2020-04-29,14
2511,1264,Librarian,Data Analyst,Education,Technology,2021-04-29,20
2512,1265,Chef,Assembly Line Worker,Hospitality,Manufacturing,2015-09-13,5
2513,1265,Quality Inspector,Store Manager,Manufacturing,Retail,2016-09-12,14
2514,1265,Store Manager,Librarian,Retail,Education,2017-09-12,9
2515,1266,Pharmacist,Store Manager,Healthcare,Retail,2023-09-01,7
2516,1266,Store Manager,Teacher,Retail,Education,2024-08-31,14
2517,1267,Auditor,Receptionist,Finance,Hospitality,2024-06-06,14
2518,1268,Medical Assistant,Accountant,Healthcare,Finance,2023-04-23,2
2519,1269,Assembly Line Worker,Technology Support,Manufacturing,Technology,2023-06-09,17
2520,1269,Technology Support,Hotel Manager,Technology,Hospitality,2024-06-08,20
2521,1269,Chef,Sales Associate,Hospitality,Retail,2025-06-08,4
2522,1270,Store Manager,Receptionist,Retail,Hospitality,2019-07-05,18
2523,1271,Data Analyst,Medical Assistant,Technology,Healthcare,2023-06-08,19
2524,1271,Pharmacist,Accountant,Healthcare,Finance,2024-06-07,5
2525,1271,Financial Analyst,Medical Assistant,Finance,Healthcare,2025-06-07,1
2526,1272,Professor,Technology Support,Education,Technology,2021-05-15,24
2527,1273,Receptionist,Machine Operator,Hospitality,Manufacturing,2019-08-21,2
2528,1273,Assembly Line Worker,Librarian,Manufacturing,Education,2020-08-20,1
2529,1273,Professor,Pharmacist,Education,Healthcare,2021-08-20,12
2530,1274,Cashier,Professor,Retail,Education,2019-11-18,13
2531,1274,Teacher,Accountant,Education,Finance,2020-11-17,10
2532,1275,Technology Support,Assembly Line Worker,Technology,Manufacturing,2019-01-27,11
2533,1276,Technology Support,Receptionist,Technology,Hospitality,2019-11-08,9
2534,1277,Chef,Professor,Hospitality,Education,2023-07-20,20
2535,1278,Librarian,Auditor,Education,Finance,2020-09-08,11
2536,1278,Financial Analyst,Pharmacist,Finance,Healthcare,2021-09-08,23
2537,1278,Nurse,Machine Operator,Healthcare,Manufacturing,2022-09-08,4
2538,1279,Quality Inspector,Auditor,Manufacturing,Finance,2017-05-09,11
2539,1280,Data Analyst,Professor,Technology,Education,2024-12-29,7
2540,1281,Financial Analyst,Medical Assistant,Finance,Healthcare,2021-01-09,23
2541,1281,Medical Assistant,Quality Inspector,Healthcare,Manufacturing,2022-01-09,5
2542,1281,Machine Operator,Auditor,Manufacturing,Finance,2023-01-09,6
2543,1282,Assembly Line Worker,Medical Assistant,Manufacturing,Healthcare,2018-03-28,1
2544,1282,Pharmacist,Chef,Healthcare,Hospitality,2019-03-28,16
2545,1282,Chef,Accountant,Hospitality,Finance,2020-03-27,18
2546,1283,Quality Inspector,Chef,Manufacturing,Hospitality,2022-08-04,1
2547,1284,Teacher,Data Analyst,Education,Technology,2022-10-27,7
2548,1284,Data Analyst,Auditor,Technology,Finance,2023-10-27,5
2549,1285,Teacher,Assembly Line Worker,Education,Manufacturing,2019-04-26,22
2550,1286,Software Developer,Sales Associate,Technology,Retail,2015-06-20,14
2551,1286,Store Manager,Data Analyst,Retail,Technology,2016-06-19,11
2552,1287,Librarian,Sales Associate,Education,Retail,2019-01-31,23
2553,1287,Cashier,Librarian,Retail,Education,2020-01-31,2
2554,1287,Professor,Sales Associate,Education,Retail,2021-01-30,8
2555,1288,Teacher,Software Developer,Education,Technology,2023-02-06,7
2556,1289,Store Manager,Chef,Retail,Hospitality,2021-08-15,19
2557,1289,Receptionist,Sales Associate,Hospitality,Retail,2022-08-15,4
2558,1290,Professor,Medical Assistant,Education,Healthcare,2022-12-03,12
2559,1291,Pharmacist,Assembly Line Worker,Healthcare,Manufacturing,2022-02-22,22
2560,1292,Technology Support,Medical Assistant,Technology,Healthcare,2024-06-26,4
2561,1293,Medical Assistant,Quality Inspector,Healthcare,Manufacturing,2023-02-01,20
2562,1293,Quality Inspector,Chef,Manufacturing,Hospitality,2024-02-01,24
2563,1294,Teacher,Receptionist,Education,Hospitality,2019-10-15,22
2564,1294,Chef,Sales Associate,Hospitality,Retail,2020-10-14,24
2565,1295,Accountant,Nurse,Finance,Healthcare,2015-06-05,5
2566,1296,Assembly Line Worker,Cashier,Manufacturing,Retail,2019-07-06,17
2567,1297,Technology Support,Accountant,Technology,Finance,2017-07-22,2
2568,1297,Auditor,Sales Associate,Finance,Retail,2018-07-22,21
2569,1298,Receptionist,Software Developer,Hospitality,Technology,2015-05-20,7
2570,1298,Data Analyst,Teacher,Technology,Education,2016-05-19,4
2571,1298,Teacher,Quality Inspector,Education,Manufacturing,2017-05-19,13
2572,1299,Librarian,Receptionist,Education,Hospitality,2023-03-02,11
2573,1299,Chef,Accountant,Hospitality,Finance,2024-03-01,3
2574,1300,Teacher,Nurse,Education,Healthcare,2022-03-02,2
2575,1300,Pharmacist,Teacher,Healthcare,Education,2023-03-02,16
2576,1300,Librarian,Sales Associate,Education,Retail,2024-03-01,3
2577,1301,Medical Assistant,Cashier,Healthcare,Retail,2022-12-13,17
2578,1301,Cashier,Medical Assistant,Retail,Healthcare,2023-12-13,16
2579,1301,Nurse,Chef,Healthcare,Hospitality,2024-12-12,20
2580,1302,Hotel Manager,Nurse,Hospitality,Healthcare,2021-01-12,16
2581,1302,Pharmacist,Librarian,Healthcare,Education,2022-01-12,5
2582,1302,Teacher,Data Analyst,Education,Technology,2023-01-12,2
2583,1303,Librarian,Hotel Manager,Education,Hospitality,2016-05-15,22
2584,1304,Software Developer,Financial Analyst,Technology,Finance,2020-03-29,13
2585,1305,Assembly Line Worker,Hotel Manager,Manufacturing,Hospitality,2022-07-29,3
2586,1306,Technology Support,Store Manager,Technology,Retail,2020-12-19,15
2587,1306,Sales Associate,Teacher,Retail,Education,2021-12-19,16
2588,1306,Professor,Hotel Manager,Education,Hospitality,2022-12-19,11
2589,1307,Assembly Line Worker,Technology Support,Manufacturing,Technology,2018-05-26,19
2590,1308,Financial Analyst,Technology Support,Finance,Technology,2020-01-27,21
2591,1308,Data Analyst,Teacher,Technology,Education,2021-01-26,9
2592,1309,Data Analyst,Receptionist,Technology,Hospitality,2016-07-02,19
2593,1309,Chef,Data Analyst,Hospitality,Technology,2017-07-02,22
2594,1310,Financial Analyst,Hotel Manager,Finance,Hospitality,2016-04-17,17
2595,1311,Accountant,Data Analyst,Finance,Technology,2020-05-24,14
2596,1312,Pharmacist,Software Developer,Healthcare,Technology,2023-01-06,9
2597,1312,Data Analyst,Auditor,Technology,Finance,2024-01-06,17
2598,1312,Auditor,Librarian,Finance,Education,2025-01-05,3
2599,1313,Financial Analyst,Hotel Manager,Finance,Hospitality,2018-07-14,13
2600,1313,Chef,Librarian,Hospitality,Education,2019-07-14,16
2601,1314,Store Manager,Receptionist,Retail,Hospitality,2018-07-16,10
2602,1315,Financial Analyst,Pharmacist,Finance,Healthcare,2016-01-05,3
2603,1315,Nurse,Receptionist,Healthcare,Hospitality,2017-01-04,12
2604,1316,Sales Associate,Technology Support,Retail,Technology,2015-12-28,17
2605,1316,Technology Support,Teacher,Technology,Education,2016-12-27,7
2606,1317,Hotel Manager,Software Developer,Hospitality,Technology,2015-07-20,19
2607,1317,Data Analyst,Professor,Technology,Education,2016-07-19,23
2608,1318,Medical Assistant,Machine Operator,Healthcare,Manufacturing,2015-10-17,8
2609,1318,Machine Operator,Pharmacist,Manufacturing,Healthcare,2016-10-16,17
2610,1318,Medical Assistant,Professor,Healthcare,Education,2017-10-16,21
2611,1319,Professor,Machine Operator,Education,Manufacturing,2024-09-17,7
2612,1319,Assembly Line Worker,Professor,Manufacturing,Education,2025-09-17,1
2613,1320,Nurse,Auditor,Healthcare,Finance,2019-09-22,20
2614,1320,Auditor,Librarian,Finance,Education,2020-09-21,20
2615,1320,Librarian,Pharmacist,Education,Healthcare,2021-09-21,10
2616,1321,Quality Inspector,Accountant,Manufacturing,Finance,2015-07-28,12
2617,1321,Financial Analyst,Receptionist,Finance,Hospitality,2016-07-27,24
2618,1322,Store Manager,Receptionist,Retail,Hospitality,2021-12-16,24
2619,1323,Financial Analyst,Cashier,Finance,Retail,2021-05-04,21
2620,1324,Quality Inspector,Hotel Manager,Manufacturing,Hospitality,2021-10-11,15
2621,1325,Professor,Sales Associate,Education,Retail,2021-01-27,15
2622,1325,Sales Associate,Nurse,Retail,Healthcare,2022-01-27,7
2623,1326,Data Analyst,Quality Inspector,Technology,Manufacturing,2023-08-12,20
2624,1326,Machine Operator,Technology Support,Manufacturing,Technology,2024-08-11,9
2625,1326,Software Developer,Store Manager,Technology,Retail,2025-08-11,14
2626,1327,Quality Inspector,Nurse,Manufacturing,Healthcare,2017-07-21,24
2627,1328,Chef,Librarian,Hospitality,Education,2019-02-13,19
2628,1329,Receptionist,Store Manager,Hospitality,Retail,2019-12-11,16
2629,1329,Cashier,Librarian,Retail,Education,2020-12-10,12
2630,1330,Software Developer,Librarian,Technology,Education,2019-06-25,2
2631,1330,Professor,Auditor,Education,Finance,2020-06-24,18
2632,1331,Assembly Line Worker,Auditor,Manufacturing,Finance,2020-11-03,24
2633,1332,Machine Operator,Chef,Manufacturing,Hospitality,2019-02-26,12
